rf_n_estimators,rf_max_depth,rf_min_samples_leaf,ml_target_exposure,hmm_n_states,ml_threshold_used,train_avg_exposure,test_avg_exposure,train_total_return,train_annualized_return,train_annualized_volatility,train_sharpe_ratio,train_max_drawdown,test_total_return,test_annualized_return,test_annualized_volatility,test_sharpe_ratio,test_max_drawdown
200,4,40,0.1,2,0.4576086810061589,0.09999999999971437,0.0804808974965084,0.04246968435997234,0.004161302188389948,0.0019268866340116902,2.159598865308597,-0.0022374254726507336,0.017103465237586102,0.002109534369719279,0.0017556846404858017,1.201545152855906,-0.002440831173208642
200,4,80,0.2,2,0.38194756634114135,0.1999999999997594,0.17384251307735146,0.08698888734923838,0.008362693151418243,0.0035664142259896124,2.3448462857950143,-0.0031877682250642833,0.03255727595014002,0.0039890527207118165,0.003320162443796125,1.2014631176150865,-0.004698069884177806
200,8,80,0.2,2,0.38212498382262305,0.20000000000001467,0.17096536675814472,0.08745403033565013,0.008405766209141463,0.003601629832250281,2.333878438553909,-0.0032162567550781214,0.03249527992119883,0.003981562015495266,0.003314080283357975,1.2014078341701995,-0.004586342025093569
400,4,40,0.1,3,0.46027358124226325,0.1000000000004187,0.0805239356074452,0.03964190564222925,0.0038890148382109135,0.00161456363926096,2.4087095383809376,-0.00199880021606276,0.016078585470188145,0.0019840044454526584,0.0016536740049855952,1.1997554774829642,-0.0025084958550304825
400,8,40,0.15,2,0.42507152879607923,0.14999999999968783,0.12695466686504484,0.06626341392732749,0.006426433449966407,0.0029304058377765145,2.193018239017211,-0.0029084937024968986,0.025739758145215008,0.003162952667681296,0.0026377907408522056,1.199091580198444,-0.0037892759952317333
200,4,20,0.15,3,0.42631494100917733,0.14999999999996744,0.12934267434368257,0.0586740460741908,0.005708920636713133,0.002263191293313308,2.522509101895352,-0.0027108306090947282,0.023248660198321947,0.0028598986981904773,0.002386405606004465,1.1984126633773615,-0.0034949879982325693
200,8,40,0.2,2,0.38655561131386096,0.1999999999996056,0.17439251205312672,0.0867232606635977,0.008338088210313899,0.003708332638354627,2.248473646639606,-0.0035256165130704196,0.033631657460506226,0.004118802957278955,0.003437909891350369,1.1980543665910743,-0.004979544894670438
200,4,40,0.2,4,0.3884555325669773,0.2000000000001923,0.17389264207536217,0.07716589118221084,0.0074491694992031565,0.002933957780338874,2.538949111375002,-0.0033561275705406477,0.03173764913336208,0.003889989014122186,0.0032516627465299826,1.1963076485325528,-0.004959989339911743
400,6,20,0.1,3,0.4620826205159847,0.09999999999986287,0.07941857512679823,0.0398655858627619,0.003910577315079822,0.001687922892543479,2.3167985530352593,-0.0022070103903716956,0.015587130582415565,0.0019237704411805279,0.001608148346537062,1.196264290743523,-0.0021775635668188453
400,6,20,0.15,3,0.42699038476185713,0.14999999999945451,0.12740220385765977,0.05986765120910298,0.005822072478233853,0.0023404818438797883,2.4875529342208758,-0.00284522446288756,0.023102087102473412,0.002842047261534253,0.00237658582226404,1.1958529899950316,-0.003440147173713852
